Country, ,County,YEAR,Month,Date-1,Season,SeasonNum,Duration_H,Inj,Death,Damage,Category1_wzero,Class,PRCP,TMAX,TMIN,TAVG,Category,County-1,Year,Month-1,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,TMAX1,TMAX2,TMAX3,TMAX4,TMAX5,TMAX6,TMAX7,TMAX8,TMAX9,TMAX10,TMAX11,TMAX12,TMAX13,TMAX14,TMAX15,TMAX16,TMIN1,TMIN2,TMIN3,TMIN4,TMIN5,TMIN6,TMIN7,TMIN8,TMIN9,TMIN10,TMIN11,TMIN12,TMIN13,TMIN14,TMIN15,TMIN16,RunOff1,RunOff2,RunOff3,RunOff4,RunOff5,RunOff6,RunOff7,RunOff8,RunOff9,RunOff10,RunOff11,RunOff12,RunOff13,RunOff14,RunOff15,RunOff16,Wind1,Wind2,Wind3,Wind4,Wind5,Wind6,Wind7,Wind8,Wind9,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16
United States of America,TEXAS,Bexar,2000,11,11/5/2000,Fall,3,2,0,0,29693.74244,4,DS4,24.4,23.9,16.66666667,20.28333333,3,Bexar,2000,11,22.795,93.238,62.36,144.668,106.786,25.362,67.545,32.637,103.267,38.83,24.484,0.185,78.291,111.193,95.7,24.152,21.721,19.869,20.924,20.993,22.544,23.304,19.584,22.039,21.945,25.186,25.816,20.93,20.953,21.298,21.755,21.314,8.444,8.773,8.578,9.852,11.598,12.561,6.798,8.559,11.676,10.962,14.136,13.187,9.793,7.968,8.656,8.001,4.846,12.916,8.941,64.661,44.945,14.107,18.297,5.496,26.866,7.901,6.73,10.694,17.455,13.204,13.122,5.301,4.904,4.436,4.03,4.564,4.03,4.753,4.03,3.946,4.51,4.924,4.219,4.793,3.47,4.62,4.51,4.753
United States of America,TEXAS,Bexar,2000,11,11/23/2000,Fall,3,0.5,0,0,14846.87122,4,DS4,19.53333333,20.2,14.63333333,17.41666667,3,Bexar,2000,11,22.795,93.238,62.36,144.668,106.786,25.362,67.545,32.637,103.267,38.83,24.484,0.185,78.291,111.193,95.7,24.152,21.721,19.869,20.924,20.993,22.544,23.304,19.584,22.039,21.945,25.186,25.816,20.93,20.953,21.298,21.755,21.314,8.444,8.773,8.578,9.852,11.598,12.561,6.798,8.559,11.676,10.962,14.136,13.187,9.793,7.968,8.656,8.001,4.846,12.916,8.941,64.661,44.945,14.107,18.297,5.496,26.866,7.901,6.73,10.694,17.455,13.204,13.122,5.301,4.904,4.436,4.03,4.564,4.03,4.753,4.03,3.946,4.51,4.924,4.219,4.793,3.47,4.62,4.51,4.753
United States of America,TEXAS,Bexar,2001,4,4/23/2001,Spring,1,9.5,0,0,115521.1673,2,DS2,61.725,23.875,17.075,20.475,2,Bexar,2001,4,244.841,43.285,75.831,35.782,43.33,72.732,72.053,85.76,58.414,56.961,63.811,28.527,123.253,34.184,33.453,90.895,24.571,25.906,26.08,27.974,27.165,26.937,28.027,27.756,28.811,27.328,27.208,25.916,27.032,27.542,27.497,29.302,12.77,11.921,14.155,16.336,15.55,14.138,16.161,17.227,16.984,15.399,15.354,18.951,17.6,14.261,14.718,19.04,105.058,14.66,10.846,10.76,25.47,9.294,8.779,10.062,11.466,7.901,20.254,4.598,24.441,5.029,6.198,10.867,4.544,5.118,4.154,5.187,4.507,4.636,4.225,5.041,4.892,4.549,5.18,5.118,3.91,4.294,4.636,3.91
United States of America,TEXAS,Bexar,2001,8,8/30/2001,Summer,2,7,2,0,72200.72958,1,DS1,50.8,24.4,22.2,23.3,1,Bexar,2001,8,118.063,40.292,23.22,34.598,28.025,48.848,26.456,36.392,205.477,201.27,10.787,24.938,28.888,70.338,211.087,74.403,35.248,35.717,36.828,36.782,36.443,35.154,37.959,36.605,33.939,33.621,38.235,38.132,35.888,36.047,35.979,36.045,23.152,23.644,24.402,23.886,23.683,22.621,23.802,23.517,23.317,23.745,24.997,23.876,22.645,23.326,23.783,23.322,18.73,12.726,4.25,5.514,5.91,21.268,5.56,17.676,51.992,51.574,6.951,4.469,19.052,9.032,59.964,8.985,3.389,3.739,2.805,3.037,3.706,3.707,2.908,3.465,3.335,2.615,3.465,3.037,3.192,3.37,3.15,3.269
United States of America,TEXAS,Bexar,2001,8,8/30/2001,Summer,2,17.5,0,0,0,0,DS0,50.8,24.4,22.2,23.3,1,Bexar,2001,8,118.063,40.292,23.22,34.598,28.025,48.848,26.456,36.392,205.477,201.27,10.787,24.938,28.888,70.338,211.087,74.403,35.248,35.717,36.828,36.782,36.443,35.154,37.959,36.605,33.939,33.621,38.235,38.132,35.888,36.047,35.979,36.045,23.152,23.644,24.402,23.886,23.683,22.621,23.802,23.517,23.317,23.745,24.997,23.876,22.645,23.326,23.783,23.322,18.73,12.726,4.25,5.514,5.91,21.268,5.56,17.676,51.992,51.574,6.951,4.469,19.052,9.032,59.964,8.985,3.389,3.739,2.805,3.037,3.706,3.707,2.908,3.465,3.335,2.615,3.465,3.037,3.192,3.37,3.15,3.269
United States of America,TEXAS,Bexar,2001,8,8/31/2001,Summer,2,2.5,0,0,86640.8755,1,DS1,50.575,29.725,21.525,25.625,1,Bexar,2001,8,118.063,40.292,23.22,34.598,28.025,48.848,26.456,36.392,205.477,201.27,10.787,24.938,28.888,70.338,211.087,74.403,35.248,35.717,36.828,36.782,36.443,35.154,37.959,36.605,33.939,33.621,38.235,38.132,35.888,36.047,35.979,36.045,23.152,23.644,24.402,23.886,23.683,22.621,23.802,23.517,23.317,23.745,24.997,23.876,22.645,23.326,23.783,23.322,18.73,12.726,4.25,5.514,5.91,21.268,5.56,17.676,51.992,51.574,6.951,4.469,19.052,9.032,59.964,8.985,3.389,3.739,2.805,3.037,3.706,3.707,2.908,3.465,3.335,2.615,3.465,3.037,3.192,3.37,3.15,3.269
United States of America,TEXAS,Bexar,2001,8,8/31/2001,Summer,2,4.5,0,0,43320.43775,1,DS1,50.575,29.725,21.525,25.625,1,Bexar,2001,8,118.063,40.292,23.22,34.598,28.025,48.848,26.456,36.392,205.477,201.27,10.787,24.938,28.888,70.338,211.087,74.403,35.248,35.717,36.828,36.782,36.443,35.154,37.959,36.605,33.939,33.621,38.235,38.132,35.888,36.047,35.979,36.045,23.152,23.644,24.402,23.886,23.683,22.621,23.802,23.517,23.317,23.745,24.997,23.876,22.645,23.326,23.783,23.322,18.73,12.726,4.25,5.514,5.91,21.268,5.56,17.676,51.992,51.574,6.951,4.469,19.052,9.032,59.964,8.985,3.389,3.739,2.805,3.037,3.706,3.707,2.908,3.465,3.335,2.615,3.465,3.037,3.192,3.37,3.15,3.269
United States of America,TEXAS,Bexar,2001,9,9/5/2001,Fall,3,3.5,0,0,115521.1673,4,DS4,33.525,31.95,20.7,26.325,3,Bexar,2001,9,102.568,135.541,36.723,17.538,99.17,79.352,87.305,79.682,107.954,70.416,102.204,68.576,58.678,36.634,13.248,68.81,32.394,33.079,33.346,34.708,33.902,31.933,32.261,32.72,31.912,30.239,34.231,35.064,31.983,32.781,33.421,33.11,21.037,22.765,22.545,23.394,21.958,19.956,21.398,21.911,20.85,18.695,22.278,22.548,19.806,20.553,21.186,20.976,23.169,26.135,4.985,3.84,12.768,19.264,13.597,13.554,31.702,63.458,18.759,7.868,12.944,5.307,30.589,7.945,3.55,3.926,2.909,3.655,3.322,3.722,3.141,3.521,4.239,3.926,3.141,4.451,3.722,3.456,3.585,2.98
United States of America,TEXAS,Bexar,2001,11,11/16/2001,Fall,3,17.5,0,0,0,0,DS0,47.45,20.85,16.125,18.4875,3,Bexar,2001,11,79.888,86.22,39.454,10.033,47.908,3.432,20.592,67.208,65.987,94.029,0.119,124.263,45.656,65.375,75.423,40.6,21.731,19.998,23.26,23.297,21.403,22.264,23.146,20.535,22.006,19.889,27.566,21.374,19.923,21.57,21.759,22.622,9.677,10.059,10.255,9.847,8.766,7.597,9.778,8.204,10.902,9.193,11.672,6.421,7.833,7.548,10.066,9.793,54.894,15.451,5.638,10.82,20.275,6.201,8.649,14.173,14.263,27.048,6.575,17.028,18.095,8.947,28.91,6.513,4.509,4.609,4.461,4.575,4.952,4.842,4.533,4.314,4.924,4.436,4.602,4.753,3.47,5.48,4.754,4.387
United States of America,TEXAS,Bexar,2001,11,11/15/2001,Fall,3,12,10,0,144401.4592,4,DS4,21.275,22.65,17.25,19.95,3,Bexar,2001,11,79.888,86.22,39.454,10.033,47.908,3.432,20.592,67.208,65.987,94.029,0.119,124.263,45.656,65.375,75.423,40.6,21.731,19.998,23.26,23.297,21.403,22.264,23.146,20.535,22.006,19.889,27.566,21.374,19.923,21.57,21.759,22.622,9.677,10.059,10.255,9.847,8.766,7.597,9.778,8.204,10.902,9.193,11.672,6.421,7.833,7.548,10.066,9.793,54.894,15.451,5.638,10.82,20.275,6.201,8.649,14.173,14.263,27.048,6.575,17.028,18.095,8.947,28.91,6.513,4.509,4.609,4.461,4.575,4.952,4.842,4.533,4.314,4.924,4.436,4.602,4.753,3.47,5.48,4.754,4.387
United States of America,TEXAS,Bexar,2002,4,4/8/2002,Spring,1,3,0,0,184773.5221,2,DS2,28.46666667,28.86666667,13.66666667,21.26666667,2,Bexar,2002,4,196.692,34.422,84.079,70.529,3.452,101.735,86.568,53.683,125.404,54.283,33.347,126.172,29.819,37.578,57.805,52.494,24.688,27.278,28.408,27.923,30.105,25.805,25.73,25.655,24.74,25.901,27.806,24.231,30.212,27.467,26.742,30.322,12.837,13.298,17.018,17.817,13.858,13.362,14.675,12.422,13.345,15.46,15.189,14.974,17.13,13.358,12.581,19.776,41.818,5.381,10.32,12.426,3.05,11.566,29.8,7.375,31.784,8.991,12.869,31.114,4.654,5.905,6.889,6.322,4.896,5.215,5.215,4.834,4.594,5.016,4.154,5.016,4.154,4.544,3.776,4.892,3.91,4.636,4.294,5.295
United States of America,TEXAS,Bexar,2002,6,6/30/2002,Summer,2,7.5,0,0,21320.02178,1,DS1,14.85,31.95,22.2,27.075,1,Bexar,2002,6,55.046,117.79,170.074,62.346,64.852,79.637,95.766,163.499,43.602,226.569,36.16,193.346,59.829,114.114,63.314,32.413,33.895,32.271,32.79,33.642,33.8,34.302,32.541,32.161,33.082,33.208,35.037,32,35.426,33.015,34.252,36.222,21.75,22.412,22.953,23.199,22.301,22.714,22.48,20.79,22.25,22.88,21.524,21.124,22.993,21.17,22.813,23.452,10.776,21.168,52.946,24.646,8.406,9.464,25.864,31.385,9.736,86.796,17.237,76.469,6.849,31.142,6.954,4.488,3.693,3.656,3.139,3.639,3.421,4.221,4.157,4.157,3.877,3.814,3.539,3.654,4.283,3.693,4.425,3.913
United States of America,TEXAS,Bexar,2002,7,7/2/2002,Summer,2,254.75,0,0,0,0,DS0,116.35,25.3,21.4,23.35,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/2/2002,Summer,2,5.75,0,0,0,0,DS0,116.35,25.3,21.4,23.35,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/2/2002,Summer,2,19,0,0,0,0,DS0,116.35,25.3,21.4,23.35,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/4/2002,Summer,2,9,0,0,0,0,DS0,11.55,30,21.4,25.7,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/4/2002,Summer,2,13,0,0,0,0,DS0,11.55,30,21.4,25.7,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/1/2002,Summer,2,9,0,0,0,0,DS0,64.03333333,28.33333333,20.93333333,24.63333333,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/1/2002,Summer,2,228.15,0,0,0,0,DS0,64.03333333,28.33333333,20.93333333,24.63333333,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/1/2002,Summer,2,5.5,0,4,0,5,DS5,64.03333333,28.33333333,20.93333333,24.63333333,3,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/1/2002,Summer,2,108.9833333,0,0,0,0,DS0,64.03333333,28.33333333,20.93333333,24.63333333,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,7,7/15/2002,Summer,2,1.5,0,0,0,0,DS0,19.15,30,21.65,25.825,1,Bexar,2002,7,26.919,37.242,17.778,0.075,50.439,92.087,125.917,132.544,135.053,29.503,17.015,55.771,10.378,180.358,9.299,55.132,36.681,34.325,35.268,37.126,36.417,34.495,33.719,33.471,32.935,35.677,38.817,33.327,40.117,34.053,37.118,35.436,23.652,23.392,23.701,24.083,23.722,22.998,22.902,22.552,22.578,24.046,25.177,22.717,24.771,22.546,23.771,24.562,6.652,10.089,16.308,9.211,6.685,11.029,61.827,47.637,36.137,14.28,8.395,33.932,3.428,88.528,3.316,7.544,4.752,3.768,3.696,3.534,2.902,4.283,3.838,3.775,4.244,3.772,3.88,3.49,3.891,3.589,3.696,3.768
United States of America,TEXAS,Bexar,2002,9,9/7/2002,Fall,3,1,0,0,0,0,DS0,46.7,27.8,22.2,25,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/9/2002,Fall,3,25.18333333,0,0,0,0,DS0,19.8,25.6,22.2,23.9,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/9/2002,Fall,3,6,0,0,0,0,DS0,19.8,25.6,22.2,23.9,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/8/2002,Fall,3,12.25,0,0,71066.73925,4,DS4,72.1,25.6,22.2,23.9,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/8/2002,Fall,3,77.53333333,0,0,0,0,DS0,72.1,25.6,22.2,23.9,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/8/2002,Fall,3,52.85,0,0,0,0,DS0,72.1,25.6,22.2,23.9,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/8/2002,Fall,3,2.5,2,0,113706.7828,4,DS4,72.1,25.6,22.2,23.9,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,9,9/19/2002,Fall,3,1.5,2,0,71066.73925,4,DS4,31.25,29.45,21.65,25.55,3,Bexar,2002,9,47.947,74.561,87.34,96.53,67.19,77.265,105.82,44.087,35.587,105.244,22.274,87.017,32.048,99.992,76.81,124.54,33.481,34.122,33.108,32.26,33.023,32.45,30.562,32.112,32.371,32.923,35.426,31.722,32.996,33.11,33.075,32.401,22.008,22.52,22.654,20.836,21.187,19.396,19.721,18.638,18.654,21.776,22.44,21.558,22.412,21.693,22.584,21.243,6.726,9.549,17.842,11.492,7.669,8.509,59.912,12.355,9.284,24.461,4.957,14.51,4.724,50.927,8.487,17.361,3.141,2.953,4.64,2.98,2.378,2.98,3.919,3.322,2.764,3.722,3.849,3.322,2.867,3.647,3.454,3.456
United States of America,TEXAS,Bexar,2002,10,10/9/2002,Fall,3,27.5,0,0,0,0,DS0,64.75,27.9,19.7,23.8,3,Bexar,2002,10,8.828,45.09,200.176,62.774,13.782,80.125,44.177,68.535,58.348,143.512,19.249,82.565,129.089,75.762,165.629,79.791,31.094,26.687,27.762,27.497,30.343,27.709,26.669,28.399,28.316,23.659,31.694,27.423,27.823,27.063,27.422,27.775,18.046,10.299,17.124,15.27,15.774,15.996,10.267,15.402,16.57,15.065,16.413,15.586,16.883,14.925,15.55,14.1,3.425,6.585,123.963,9.452,3.592,9.997,21.336,11.814,8.751,59.165,4.386,15.884,15.48,20.935,27.505,12.282,3.782,4.377,3.861,3.77,5.216,3.622,3.622,4.335,3.74,4.944,4.416,5.162,5.216,4.461,4.181,4.394
United States of America,TEXAS,Bexar,2002,10,10/9/2002,Fall,3,32.7,0,0,0,0,DS0,64.75,27.9,19.7,23.8,3,Bexar,2002,10,8.828,45.09,200.176,62.774,13.782,80.125,44.177,68.535,58.348,143.512,19.249,82.565,129.089,75.762,165.629,79.791,31.094,26.687,27.762,27.497,30.343,27.709,26.669,28.399,28.316,23.659,31.694,27.423,27.823,27.063,27.422,27.775,18.046,10.299,17.124,15.27,15.774,15.996,10.267,15.402,16.57,15.065,16.413,15.586,16.883,14.925,15.55,14.1,3.425,6.585,123.963,9.452,3.592,9.997,21.336,11.814,8.751,59.165,4.386,15.884,15.48,20.935,27.505,12.282,3.782,4.377,3.861,3.77,5.216,3.622,3.622,4.335,3.74,4.944,4.416,5.162,5.216,4.461,4.181,4.394
United States of America,TEXAS,Bexar,2002,10,10/23/2002,Fall,3,61.91666667,0,0,0,0,DS0,49.15,25,17.5,21.25,3,Bexar,2002,10,8.828,45.09,200.176,62.774,13.782,80.125,44.177,68.535,58.348,143.512,19.249,82.565,129.089,75.762,165.629,79.791,31.094,26.687,27.762,27.497,30.343,27.709,26.669,28.399,28.316,23.659,31.694,27.423,27.823,27.063,27.422,27.775,18.046,10.299,17.124,15.27,15.774,15.996,10.267,15.402,16.57,15.065,16.413,15.586,16.883,14.925,15.55,14.1,3.425,6.585,123.963,9.452,3.592,9.997,21.336,11.814,8.751,59.165,4.386,15.884,15.48,20.935,27.505,12.282,3.782,4.377,3.861,3.77,5.216,3.622,3.622,4.335,3.74,4.944,4.416,5.162,5.216,4.461,4.181,4.394
